Size,Seed,MatrixOrList,Time
40,0.7,list,0.028670072555541992
40,0.7,list,0.02898716926574707
40,0.7,list,0.02872490882873535
40,0.7,list,0.0276339054107666
40,0.7,list,0.027293920516967773
40,0.7,list,0.026659011840820312
40,0.8,list,0.03272819519042969
40,0.8,list,0.031584978103637695
40,0.8,list,0.03269791603088379
40,0.8,list,0.032109975814819336
40,0.8,list,0.03203392028808594
40,0.8,list,0.03411674499511719
40,0.8,list,0.034188032150268555
40,0.8,list,0.03297924995422363
60,0.4,list,0.07874584197998047
60,0.4,list,0.07522392272949219
60,0.4,list,0.08104085922241211
60,0.4,list,0.07541608810424805
60,0.4,list,0.07970809936523438
60,0.4,list,0.07129812240600586
60,0.4,list,0.07536673545837402
60,0.4,list,0.07560896873474121
60,0.5,list,0.1002662181854248
60,0.5,list,0.1045689582824707
60,0.5,list,0.1120309829711914
60,0.5,list,0.10497832298278809
60,0.5,list,0.10309028625488281
60,0.5,list,0.10275483131408691
60,0.5,list,0.11016225814819336
60,0.5,list,0.10418891906738281
60,0.6,list,0.1177983283996582
60,0.6,list,0.11881399154663086
60,0.6,list,0.12634611129760742
60,0.6,list,0.12159299850463867
60,0.6,list,0.12329506874084473
60,0.6,list,0.12114405632019043
60,0.6,list,0.11825108528137207
60,0.6,list,0.12210607528686523
60,0.7,list,0.13973712921142578
60,0.7,list,0.1426858901977539
60,0.7,list,0.13925886154174805
60,0.7,list,0.13711309432983398
60,0.7,list,0.13883209228515625
60,0.7,list,0.14322829246520996
60,0.7,list,0.1430950164794922
60,0.7,list,0.1410677433013916
60,0.8,list,0.1602029800415039
60,0.8,list,0.16145992279052734
60,0.8,list,0.15925312042236328
60,0.8,list,0.16080498695373535
60,0.8,list,0.16132211685180664
60,0.8,list,0.1562330722808838
60,0.8,list,0.15933704376220703
60,0.8,list,0.15937209129333496
80,0.4,list,0.2464292049407959
80,0.4,list,0.23370695114135742
80,0.4,list,0.242750883102417
80,0.4,list,0.24458813667297363
80,0.4,list,0.2389669418334961
80,0.4,list,0.2427530288696289
80,0.4,list,0.24643206596374512
80,0.4,list,0.24793195724487305
80,0.5,list,0.29500699043273926
80,0.5,list,0.30705904960632324
80,0.5,list,0.29846811294555664
80,0.5,list,0.3188748359680176
80,0.5,list,0.30614590644836426
80,0.5,list,0.30071306228637695
80,0.5,list,0.3051121234893799
80,0.5,list,0.3001718521118164
80,0.6,list,0.3883540630340576
80,0.6,list,0.3901669979095459
80,0.6,list,0.3753938674926758
80,0.6,list,0.37004899978637695
80,0.6,list,0.3743910789489746
80,0.6,list,0.3608520030975342
80,0.6,list,0.37633395195007324
80,0.6,list,0.36410093307495117
80,0.7,list,0.43610191345214844
80,0.7,list,0.43831801414489746
80,0.7,list,0.4453577995300293
80,0.7,list,0.43608713150024414
80,0.7,list,0.43868327140808105
80,0.7,list,0.43546390533447266
80,0.7,list,0.44634103775024414
80,0.7,list,0.44290614128112793
80,0.8,list,0.49190211296081543
80,0.8,list,0.5052759647369385
80,0.8,list,0.5052223205566406
80,0.8,list,0.5346298217773438
80,0.8,list,0.5193221569061279
80,0.8,list,0.4999971389770508
80,0.8,list,0.5064370632171631
80,0.8,list,0.5017638206481934
100,0.4,list,0.584212064743042
100,0.4,list,0.5773458480834961
100,0.4,list,0.6184608936309814
100,0.4,list,0.5834388732910156
100,0.4,list,0.5907998085021973
100,0.4,list,0.5823848247528076
100,0.4,list,0.5746140480041504
100,0.4,list,0.5862910747528076
100,0.5,list,0.7579882144927979
100,0.5,list,0.738163948059082
100,0.5,list,0.7681179046630859
100,0.5,list,0.7407441139221191
100,0.5,list,0.7455489635467529
100,0.5,list,0.7488372325897217
100,0.5,list,0.7432787418365479
100,0.5,list,0.7382111549377441
100,0.6,list,0.889793872833252
100,0.6,list,0.9093489646911621
100,0.6,list,0.8926517963409424
100,0.6,list,0.8859469890594482
100,0.6,list,0.9583427906036377
100,0.6,list,0.9148378372192383
100,0.6,list,0.8930268287658691
100,0.6,list,0.8992347717285156
100,0.7,list,1.0571801662445068
100,0.7,list,1.0439801216125488
100,0.7,list,1.0502738952636719
100,0.7,list,1.069958209991455
100,0.7,list,1.0761449337005615
100,0.7,list,1.0793390274047852
100,0.7,list,1.0659351348876953
100,0.7,list,1.0650382041931152
100,0.8,list,1.2155001163482666
100,0.8,list,1.212244987487793
100,0.8,list,1.232823133468628
100,0.8,list,1.2541470527648926
100,0.8,list,1.2070870399475098
100,0.8,list,1.216360092163086
100,0.8,list,1.2253520488739014
100,0.8,list,1.201261043548584
120,0.4,list,1.2305679321289062
120,0.4,list,1.207064151763916
120,0.4,list,1.2841789722442627
120,0.4,list,1.2143218517303467
120,0.4,list,1.2338120937347412
120,0.4,list,1.215311050415039
120,0.4,list,1.2150211334228516
120,0.4,list,1.2013680934906006
120,0.5,list,1.527970790863037
120,0.5,list,1.550680160522461
120,0.5,list,1.5716991424560547
120,0.5,list,1.5244333744049072
120,0.5,list,1.5075922012329102
120,0.5,list,1.501086950302124
120,0.5,list,1.5975258350372314
120,0.5,list,1.5579259395599365
120,0.6,list,1.8565409183502197
120,0.6,list,1.850412130355835
120,0.6,list,1.824620008468628
120,0.6,list,1.909214973449707
120,0.6,list,1.8605449199676514
120,0.6,list,1.8280761241912842
120,0.6,list,1.879612922668457
120,0.6,list,1.8559167385101318
120,0.7,list,2.180833101272583
120,0.7,list,2.193432092666626
120,0.7,list,2.176729202270508
120,0.7,list,2.2277672290802
120,0.7,list,2.1569550037384033
120,0.7,list,2.197052001953125
120,0.7,list,2.1668291091918945
120,0.7,list,2.2301759719848633
120,0.8,list,2.4973220825195312
120,0.8,list,2.4856879711151123
120,0.8,list,2.5398828983306885
120,0.8,list,2.5061678886413574
120,0.8,list,2.4861741065979004
120,0.8,list,2.571808338165283
120,0.8,list,2.4958879947662354
120,0.8,list,2.4999301433563232
140,0.4,list,2.2878730297088623
140,0.4,list,2.2891018390655518
140,0.4,list,2.2827558517456055
140,0.4,list,2.2743988037109375
140,0.4,list,2.2561020851135254
140,0.4,list,2.2775189876556396
140,0.4,list,2.2462880611419678
140,0.4,list,2.269623041152954
140,0.5,list,2.9255449771881104
140,0.5,list,2.8229570388793945
140,0.5,list,2.828629970550537
140,0.5,list,2.9041588306427
140,0.5,list,2.8588926792144775
140,0.5,list,2.817979097366333
140,0.5,list,2.872239828109741
140,0.5,list,2.85575008392334
140,0.6,list,3.526872158050537
140,0.6,list,3.4531736373901367
140,0.6,list,3.4867820739746094
140,0.6,list,3.479658603668213
140,0.6,list,3.4520370960235596
140,0.6,list,3.469578981399536
140,0.6,list,3.3899788856506348
140,0.6,list,3.4343039989471436
140,0.7,list,4.134921073913574
140,0.7,list,4.024080991744995
140,0.7,list,4.049941062927246
140,0.7,list,4.024022102355957
140,0.7,list,4.07542872428894
140,0.7,list,3.942780017852783
140,0.7,list,4.058675289154053
140,0.7,list,4.0131049156188965
140,0.8,list,4.667528867721558
140,0.8,list,4.677222013473511
140,0.8,list,4.622981786727905
140,0.8,list,4.631108999252319
140,0.8,list,4.672904014587402
140,0.8,list,4.697422981262207
140,0.8,list,4.6353759765625
140,0.8,list,4.662176847457886
160,0.4,list,3.926356077194214
160,0.4,list,3.9216647148132324
160,0.4,list,3.877077341079712
160,0.4,list,3.898327112197876
160,0.4,list,3.90864896774292
160,0.4,list,3.908397912979126
160,0.4,list,3.9061310291290283
160,0.4,list,3.9067599773406982
160,0.5,list,4.887639999389648
160,0.5,list,4.979793310165405
160,0.5,list,4.873484134674072
160,0.5,list,4.8632941246032715
160,0.5,list,4.847779750823975
160,0.5,list,4.868030071258545
160,0.5,list,4.850071907043457
160,0.5,list,4.9109649658203125
160,0.6,list,5.959857940673828
160,0.6,list,5.931444883346558
160,0.6,list,5.858119964599609
160,0.6,list,5.892836809158325
160,0.6,list,5.930700063705444
160,0.6,list,5.888885974884033
160,0.6,list,5.8532562255859375
160,0.6,list,5.911879301071167
160,0.7,list,6.929806232452393
160,0.7,list,6.975926160812378
160,0.7,list,6.971498012542725
160,0.7,list,6.978094816207886
160,0.7,list,6.939646005630493
160,0.7,list,6.859692811965942
160,0.7,list,6.890752077102661
160,0.7,list,6.923510789871216
160,0.8,list,7.893065929412842
160,0.8,list,7.907719135284424
160,0.8,list,7.977350950241089
160,0.8,list,7.955895185470581
160,0.8,list,8.027047157287598
160,0.8,list,7.9604761600494385
160,0.8,list,7.899070978164673
160,0.8,list,7.933733940124512
180,0.4,list,6.21957802772522
180,0.4,list,6.252964973449707
180,0.4,list,6.040056228637695
180,0.4,list,6.33050799369812
180,0.4,list,6.390878915786743
180,0.4,list,6.168356895446777
180,0.4,list,6.392570734024048
180,0.4,list,6.294702053070068
180,0.5,list,7.910568952560425
180,0.5,list,7.682007074356079
180,0.5,list,7.779909133911133
180,0.5,list,7.812166213989258
180,0.5,list,7.740952730178833
180,0.5,list,7.759855031967163
180,0.5,list,7.877898931503296
180,0.5,list,7.875126123428345
180,0.6,list,9.456237077713013
180,0.6,list,9.468918085098267
180,0.6,list,9.507543087005615
180,0.6,list,9.398338079452515
180,0.6,list,9.475207090377808
180,0.6,list,9.39800214767456
180,0.6,list,9.473191738128662
180,0.6,list,9.540744066238403
180,0.7,list,10.91696310043335
180,0.7,list,10.993211030960083
180,0.7,list,10.988487958908081
180,0.7,list,11.004435777664185
180,0.7,list,11.106864929199219
180,0.7,list,11.135061025619507
180,0.7,list,11.109704971313477
180,0.7,list,11.026434183120728
180,0.8,list,12.743490934371948
180,0.8,list,12.796207189559937
180,0.8,list,12.7140052318573
180,0.8,list,12.685003995895386
180,0.8,list,12.653548240661621
180,0.8,list,12.612569808959961
180,0.8,list,12.605759859085083
180,0.8,list,12.654572010040283
200,0.4,list,9.336360216140747
200,0.4,list,9.497555017471313
200,0.4,list,9.547675132751465
200,0.4,list,9.540559768676758
200,0.4,list,9.643756628036499
200,0.4,list,9.470373153686523
200,0.4,list,9.472284317016602
200,0.4,list,9.689126968383789
200,0.5,list,12.33276104927063
200,0.5,list,11.99228310585022
200,0.5,list,11.731661796569824
200,0.5,list,12.035903215408325
200,0.5,list,11.860462665557861
200,0.5,list,11.936691999435425
200,0.5,list,11.98229718208313
200,0.5,list,11.863994836807251
200,0.6,list,14.387639045715332
200,0.6,list,14.455570936203003
200,0.6,list,14.375589847564697
200,0.6,list,14.3574960231781
200,0.6,list,14.446197032928467
200,0.6,list,14.494444131851196
200,0.6,list,14.484825134277344
200,0.6,list,14.401310920715332
200,0.7,list,16.685850143432617
200,0.7,list,16.762746810913086
200,0.7,list,16.926637887954712
200,0.7,list,16.732688903808594
200,0.7,list,17.013254165649414
200,0.7,list,16.875980138778687
200,0.7,list,16.919466018676758
200,0.7,list,16.807812690734863
200,0.8,list,19.312346696853638
200,0.8,list,19.292686700820923
200,0.8,list,19.269404888153076
200,0.8,list,19.263145923614502
200,0.8,list,19.23477292060852
200,0.8,list,19.221548080444336
200,0.8,list,19.199851989746094
200,0.8,list,19.160709142684937
20,0.4,list,0.001331329345703125
20,0.4,list,0.0009112358093261719
20,0.4,list,0.0008709430694580078
20,0.4,list,0.0008568763732910156
20,0.4,list,0.0009298324584960938
20,0.4,list,0.0011229515075683594
20,0.4,list,0.0010662078857421875
20,0.4,list,0.0009620189666748047
20,0.5,list,0.0014338493347167969
20,0.5,list,0.0013189315795898438
20,0.5,list,0.001428842544555664
20,0.5,list,0.00125885009765625
20,0.5,list,0.0012028217315673828
20,0.5,list,0.0013208389282226562
20,0.5,list,0.0013117790222167969
20,0.5,list,0.0013699531555175781
20,0.6,list,0.0017359256744384766
20,0.6,list,0.0014851093292236328
20,0.6,list,0.0014247894287109375
20,0.6,list,0.0014641284942626953
20,0.6,list,0.0014891624450683594
20,0.6,list,0.0013298988342285156
20,0.6,list,0.001589059829711914
20,0.6,list,0.001425027847290039
20,0.7,list,0.0016560554504394531
20,0.7,list,0.0017611980438232422
20,0.7,list,0.0019421577453613281
20,0.7,list,0.0019462108612060547
20,0.7,list,0.0019328594207763672
20,0.7,list,0.0017609596252441406
20,0.7,list,0.0019152164459228516
20,0.7,list,0.0018911361694335938
20,0.8,list,0.0021691322326660156
20,0.8,list,0.002101898193359375
20,0.8,list,0.002096891403198242
20,0.8,list,0.002086162567138672
20,0.8,list,0.002129077911376953
20,0.8,list,0.002118825912475586
20,0.8,list,0.0020127296447753906
20,0.8,list,0.0020532608032226562
40,0.4,list,0.01593804359436035
40,0.4,list,0.014515876770019531
40,0.4,list,0.015487909317016602
40,0.4,list,0.013775110244750977
40,0.4,list,0.015226125717163086
40,0.4,list,0.014681816101074219
40,0.4,list,0.016352176666259766
40,0.4,list,0.015004873275756836
40,0.5,list,0.018862247467041016
40,0.5,list,0.019052743911743164
40,0.5,list,0.019541025161743164
40,0.5,list,0.0187530517578125
40,0.5,list,0.020344972610473633
40,0.5,list,0.018523693084716797
40,0.5,list,0.018821239471435547
40,0.5,list,0.0198209285736084
40,0.6,list,0.024235010147094727
40,0.6,list,0.02423715591430664
40,0.6,list,0.023326873779296875
40,0.6,list,0.0246427059173584
40,0.6,list,0.02379322052001953
40,0.6,list,0.02368307113647461
40,0.6,list,0.023350000381469727
40,0.6,list,0.025057077407836914
40,0.7,list,0.02781987190246582
40,0.7,list,0.0269320011138916
40,0.7,list,0.029078006744384766
40,0.7,list,0.027714014053344727
40,0.7,list,0.028748035430908203
40,0.7,list,0.02850198745727539
40,0.7,list,0.028712987899780273
40,0.7,list,0.02810382843017578
40,0.8,list,0.03203892707824707
40,0.8,list,0.033041954040527344
40,0.8,list,0.03163576126098633
40,0.8,list,0.033709049224853516
40,0.8,list,0.03194284439086914
40,0.8,list,0.03249788284301758
40,0.8,list,0.03203988075256348
40,0.8,list,0.03309011459350586
60,0.4,list,0.07499313354492188
60,0.4,list,0.07928586006164551
60,0.4,list,0.07994389533996582
60,0.4,list,0.07999706268310547
60,0.4,list,0.07612276077270508
60,0.4,list,0.07449889183044434
60,0.4,list,0.07792496681213379
60,0.4,list,0.07716488838195801
60,0.5,list,0.10201597213745117
60,0.5,list,0.10231685638427734
60,0.5,list,0.09522819519042969
60,0.5,list,0.10285115242004395
60,0.5,list,0.0972590446472168
60,0.5,list,0.09978818893432617
60,0.5,list,0.09632110595703125
60,0.5,list,0.09824204444885254
60,0.6,list,0.11912107467651367
60,0.6,list,0.1184840202331543
60,0.6,list,0.11985516548156738
60,0.6,list,0.12458610534667969
60,0.6,list,0.12197995185852051
60,0.6,list,0.11873412132263184
60,0.6,list,0.1236121654510498
60,0.6,list,0.12248587608337402
60,0.7,list,0.1415867805480957
60,0.7,list,0.14224791526794434
60,0.7,list,0.15136504173278809
60,0.7,list,0.15337610244750977
60,0.7,list,0.146651029586792
60,0.7,list,0.1508619785308838
60,0.7,list,0.14218616485595703
60,0.7,list,0.1475059986114502
60,0.8,list,0.16332006454467773
60,0.8,list,0.1661989688873291
60,0.8,list,0.1605520248413086
60,0.8,list,0.15842390060424805
60,0.8,list,0.16199707984924316
60,0.8,list,0.16151785850524902
60,0.8,list,0.16248393058776855
60,0.8,list,0.15954208374023438
80,0.4,list,0.2519497871398926
80,0.4,list,0.22674107551574707
80,0.4,list,0.24415016174316406
80,0.4,list,0.2457418441772461
80,0.4,list,0.24016213417053223
80,0.4,list,0.24444222450256348
80,0.4,list,0.2358717918395996
80,0.4,list,0.23365020751953125
80,0.5,list,0.2935760021209717
80,0.5,list,0.30562376976013184
80,0.5,list,0.3038609027862549
80,0.5,list,0.3112483024597168
80,0.5,list,0.3037989139556885
80,0.5,list,0.3076479434967041
80,0.5,list,0.30519604682922363
80,0.5,list,0.29387331008911133
80,0.6,list,0.3792300224304199
80,0.6,list,0.37233591079711914
80,0.6,list,0.3604600429534912
80,0.6,list,0.37610387802124023
80,0.6,list,0.3842649459838867
80,0.6,list,0.38983702659606934
80,0.6,list,0.3882129192352295
80,0.6,list,0.387423038482666
80,0.7,list,0.4406399726867676
80,0.7,list,0.4343760013580322
80,0.7,list,0.4398171901702881
80,0.7,list,0.43164491653442383
80,0.7,list,0.4300220012664795
80,0.7,list,0.437330961227417
80,0.7,list,0.44591593742370605
80,0.7,list,0.44146013259887695
80,0.8,list,0.5076189041137695
80,0.8,list,0.5022792816162109
80,0.8,list,0.5030169486999512
80,0.8,list,0.5059311389923096
80,0.8,list,0.5065069198608398
80,0.8,list,0.5046782493591309
80,0.8,list,0.5091710090637207
80,0.8,list,0.530689001083374
100,0.4,list,0.616905927658081
100,0.4,list,0.5868611335754395
100,0.4,list,0.5866260528564453
100,0.4,list,0.6070137023925781
100,0.4,list,0.5984840393066406
100,0.4,list,0.5800371170043945
100,0.4,list,0.5908689498901367
100,0.4,list,0.602787971496582
100,0.5,list,0.7607741355895996
100,0.5,list,0.7567439079284668
100,0.5,list,0.7512187957763672
100,0.5,list,0.7307960987091064
100,0.5,list,0.7800078392028809
100,0.5,list,0.7632818222045898
100,0.5,list,0.745081901550293
100,0.5,list,0.7405281066894531
100,0.6,list,0.9093451499938965
100,0.6,list,0.9154801368713379
100,0.6,list,0.9014420509338379
100,0.6,list,0.9197709560394287
100,0.6,list,0.8946230411529541
100,0.6,list,0.9260330200195312
100,0.6,list,0.923504114151001
100,0.6,list,0.918630838394165
100,0.7,list,1.0599751472473145
100,0.7,list,1.065882921218872
100,0.7,list,1.0651748180389404
100,0.7,list,1.0634779930114746
100,0.7,list,1.0647411346435547
100,0.7,list,1.0581769943237305
100,0.7,list,1.121424913406372
100,0.7,list,1.0524098873138428
100,0.8,list,1.2256090641021729
100,0.8,list,1.2447588443756104
100,0.8,list,1.2363290786743164
100,0.8,list,1.227607011795044
100,0.8,list,1.2488877773284912
100,0.8,list,1.248967170715332
100,0.8,list,1.2421340942382812
100,0.8,list,1.2342510223388672
120,0.4,list,1.2595341205596924
120,0.4,list,1.1930210590362549
120,0.4,list,1.2441518306732178
120,0.4,list,1.2864220142364502
120,0.4,list,1.26419997215271
120,0.4,list,1.2096450328826904
120,0.4,list,1.2336039543151855
120,0.4,list,1.238353967666626
120,0.5,list,1.55902099609375
120,0.5,list,1.5877299308776855
120,0.5,list,1.5849411487579346
120,0.5,list,1.5516242980957031
120,0.5,list,1.6043329238891602
120,0.5,list,1.510002851486206
120,0.5,list,1.5049970149993896
120,0.5,list,1.5944199562072754
120,0.6,list,1.8593947887420654
120,0.6,list,1.8698837757110596
120,0.6,list,1.8675141334533691
120,0.6,list,1.891676902770996
120,0.6,list,1.8957140445709229
120,0.6,list,1.8693921566009521
120,0.6,list,1.896660327911377
120,0.6,list,1.852895975112915
120,0.7,list,2.243403911590576
120,0.7,list,2.189811944961548
120,0.7,list,2.2018070220947266
120,0.7,list,2.202316999435425
120,0.7,list,2.1847269535064697
120,0.7,list,2.1784403324127197
120,0.7,list,2.207977056503296
120,0.7,list,2.2581870555877686
